GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
247.94,-4.15,07 45 31,-32 50 34,6,5,Haffner 15|OCL 696|BH 8|ESO 368-12|FSR 1340|MWSC 1328,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,6772
248.12,-5.88,07 38 43,-33 50 40,4,3.5,AM 2|Arp-Madore 2|ESO 368-7|MWSC 1294,OC   ,     ,related to Canis Major Dwarf?   ,REF248|REF1037                                 ,6777
248.13,-1.22,07 57 55,-31 30 34,5,5,FSR 1342|MWSC 1391,OC   ,     ,contaminated                    ,REF507                                         ,6779
248.2,0.12,08 03 27,-30 51 36,3.5,3,Ruprecht 50|OCL 698|BH 17|ESO 430-12|MWSC 1424,OC   ,     ,                                ,REF239                                         ,6780
248.21,-3.94,07 47 03,-32 58 10,4.5,3.5,ESO 368-14|FSR 1343|MWSC 1339|MWSC 1338,OC   ,lPOCR,                                ,REF234|REF507|REF1015                          ,6781
248.25,-0.19,08 02 18,-31 04 26,5.5,5.5,Ruprecht 47|OCL 699|ESO 430-8|FSR 1344|MWSC 1419,OC   ,lPOCR,                                ,REF239|REF3033                                 ,6782
248.39,10.03,08 40 57,-25 24 07,6,6,FSR 1345|MWSC 1531,OC   ,     ,contaminated                    ,REF507                                         ,6785
248.45,-13.39,07 06 22,-37 28 53,30,30,Alessi 36,OC   ,     ,                                ,REF891                                         ,6787
248.53,-2.59,07 53 20,-32 33 30,3,3,SAI 83,OC   ,     ,                                ,REF778                                         ,6788
248.58,0.76,08 06 53,-30 50 13,12,12,ESO 430-18|MWSC 1431,OC   ,lPOCR,                                ,REF234                                         ,6790
248.83,-3.04,07 52 14,-33 02 27,3,3,SAI 82|MWSC 1366,OC   ,     ,                                ,REF778                                         ,6794
248.96,-4.13,07 48 03,-33 42 35,6,6,FSR 1347|SAI 79|MWSC 1343,OC   ,     ,                                ,REF507|REF778|REF3032|REF3033                  ,6798
249.11,3.52,08 18 55,-29 45 40,14,11,NGC 2571|Collinder 181|OCL 701|BH 27|ESO 431-5|MWSC 1469,OC   ,     ,                                ,REF239                                         ,6807
249.12,-0.63,08 02 42,-32 02 28,3,3,Ruprecht 48|OCL 702|ESO 430-11|FSR 1349|MWSC 1421,OC   ,     ,                                ,REF239|REF778|REF3033                          ,6808
249.27,4.81,08 24 13,-29 09 40,8,8,Collinder 187|OCL 704|ESO 431-9|MWSC 1483,OC   ,     ,                                ,REF239                                         ,6818
249.34,-0.15,08 05 09,-31 58 19,3,2.5,Ruprecht 52|OCL 705|ESO 430-17|MWSC 1430,OC   ,lPOCR,                                ,REF239|REF1015                                 ,6823
249.35,-25.07,06 10 25,-42 12 32,17,17,MWSC 5665,OC   ,     ,                                ,REF1098                                        ,6824
249.39,-5.25,07 44 22,-34 38 41,7,7,ESO 368-11|FSR 1353|MWSC 1320|MWSC 1321,OC   ,     ,                                ,REF234|REF507|REF778                           ,6825
249.43,4.49,08 23 27,-29 28 30,11,8,NGC 2587|Collinder 184|OCL 706|BH 30|ESO 431-7|MWSC 1482,OC   ,     ,                                ,REF239|REF732|REF667|REF3412                   ,6827
249.63,2.32,08 15 39,-30 51 30,12,8,Haffner 26|OCL 707|ESO 430-29,OC   ,     ,                                ,REF239                                         ,6828
249.79,2.97,08 18 35,-30 37 55,10,9,NGC 2567|Melotte 86|Collinder 180|OCL 708|BH 26|ESO 431-3|FSR 1354|MWSC 1467,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6831
249.87,3.68,08 21 29,-30 18 30,8,8,NGC 2580|Collinder 183|OCL 709|BH 28|ESO 431-6|MWSC 1476,OC   ,     ,                                ,REF239                                         ,6832
249.88,-0.02,08 07 05,-32 21 26,3,2.5,BH 19|ESO 430-21|MWSC 1433,OC   ,     ,                                ,REF233|REF1015                                 ,6833
249.96,15.22,09 03 06,-23 25 16,6.5,6.5,FSR 1355|MWSC 1621,OC   ,lPOCR,                                ,REF507|REF3033                                 ,6836
249.98,-7.12,07 37 44,-36 03 51,3,2.5,BH 4|ESO 368-6|MWSC 1288,OC   ,     ,                                ,REF233|REF887                                  ,6837
250.03,0.95,08 11 21,-31 56 48,6,6,Ruprecht 54|OCL 710|BH 20|ESO 430-23|MWSC 1444,OC   ,     ,                                ,REF239|REF778|REF782                           ,6839
250.08,-5.97,07 42 58,-35 35 50,3.5,2.5,Ruprecht 31|OCL 711|ESO 368-9|MWSC 1317,OC   ,     ,OC remnant                      ,REF239|REF124                                  ,6842
250.28,-9.71,07 27 01,-37 31 16,4,4,DC 3|MWSC 1226,OC   ,     ,                                ,REF322                                         ,6846
250.33,0.83,08 11 37,-32 16 08,5.5,5.5,FSR 1357|MWSC 1446,OC   ,     ,contaminated                    ,REF507                                         ,6847
250.43,1.56,08 14 47,-31 56 54,7,7,Ruprecht 58|OCL 712|ESO 430-27|FSR 1358|MWSC 1456,OC   ,     ,                                ,REF239|REF1015|REF3032|REF3033                 ,6850
250.62,37.05,10 12 20,-09 10 40,14,14,MWSC 5062,OC   ,     ,                                ,REF1098                                        ,6853
250.64,8.88,08 42 53,-27 52 14,9,9,ESO 432-3|MWSC 1540,OC   ,     ,                                ,REF234                                         ,6854
250.66,0.79,08 12 21,-32 34 14,13,10,Ruprecht 55|OCL 713|ESO 430-25|MWSC 1451,OC   ,lPOCR,                                ,REF239                                         ,6856
250.87,-35.26,05 16 00,-45 14 12,5,5,ESO 252-14|MWSC 493,OC   ,     ,                                ,REF234                                         ,6862
250.96,-2.84,07 58 21,-34 46 11,2,2,Kronberger 85|DSH J0758.3-3446|SAI 84|MWSC 1395,OC   ,     ,                                ,REF327|REF778|REF628                           ,6864
251.08,-2.12,08 01 39,-34 29 25,5,5,FSR 1360|MWSC 1413,OC   ,     ,                                ,REF507                                         ,6869
251.4,-57.91,03 09 48,-42 52 53,24,24,MWSC 5604,OC   ,     ,high latitude cluster           ,REF1098                                        ,6877
251.56,-5,07 50 44,-36 23 19,14,14,FSR 1361|MWSC 1358,OC   ,     ,                                ,REF507|REF1020|REF3032|REF3033                 ,6879
251.58,6.65,08 37 16,-29 57 32,11,9,NGC 2627|Melotte 87|Collinder 188|OCL 714|BH 38|ESO 431-20|FSR 1362|MWSC 1514,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6880
251.96,-18.03,06 50 39,-42 23 24,6,6,ESO 309-3|MWSC 998,OC   ,lPOCR,                                ,REF234|REF1015                                 ,6881
252.05,-6.72,07 44 27,-37 40 00,108,108,NGC 2451B|Platais 7|HIP 37742 Group|MWSC 1322,OC   ,     ,superimposed on NGC 2451        ,REF203|REF310                                  ,6882
252.19,-0.62,08 10 39,-34 37 19,3,3,FSR 1363|MWSC 1438,OC   ,     ,faint stars| incl. bright star  ,REF507                                         ,6884
252.28,2.45,08 23 12,-32 58 25,3.5,3.5,NGC 2588|Collinder 186|OCL 715|BH 29|ESO 370-10|MWSC 1480,OC   ,     ,                                ,REF239                                         ,6885
252.38,-6.73,07 45 15,-37 57 38,45,45,NGC 2451|Collinder 161|OCL 716|BH 9|ESO 311-8|NGC 2451A|Escorial 24|MWSC 1308,OC   ,     ,superimposed on NGC 2451B       ,REF239|REF310|REF3061|REF1733                  ,6887
252.55,-23.84,06 21 07,-44 42 33,13,13,NGC 2220|ESO 255-4|MWSC 841,OC   ,     ,                                ,REF226|REF234|REF667                           ,6888
252.64,15.09,09 09 56,-25 29 21,6.5,6.5,FSR 1366|MWSC 1631,OC   ,     ,                                ,REF507                                         ,6890
252.67,13.83,09 05 46,-26 19 34,8,8,FSR 1367|MWSC 1627,OC   ,     ,                                ,REF507                                         ,6891
253.01,-2.01,08 07 08,-36 03 48,4.4,4.4,Teutsch 50|DSH J0807.1-3603|MWSC 1434,OC   ,     ,                                ,REF327|REF783                                  ,6895
253.06,0.93,08 19 20,-34 28 55,4,3,Ruprecht 59|OCL 717|ESO 370-7|MWSC 1472,OC   ,     ,                                ,REF239                                         ,6896
253.54,-5.29,07 54 30,-38 14 09,7,7,Ruprecht 152|OCL 719|BH 14|ESO 311-19|MWSC 1379,OC   ,     ,                                ,REF239|REF782                                  ,6902
253.56,-5.83,07 52 11,-38 31 42,27,27,NGC 2477|Melotte 78|Collinder 165|OCL 720|BH 13|ESO 311-17|FSR 1369|MWSC 1363,OC   ,     ,                                ,REF239|REF1020                                 ,6903
253.59,-2.12,08 08 15,-36 36 33,6,6,SAI 86|MWSC 1435,OC   ,     ,                                ,REF778                                         ,6904
253.63,-0.31,08 15 50,-35 39 00,24,24,ASCC 45|MWSC 1460,OC   ,     ,                                ,REF306                                         ,6905
253.97,6.97,08 45 07,-31 39 00,7,7,Collinder 196|OCL 721|ESO 432-7|MWSC 1552,OC   ,     ,                                ,REF239|REF1015                                 ,6911
254.01,0.25,08 19 10,-35 39 00,2.8,2.8,Ivanov 8|BPI 8|MWSC 1470,OC   ,     ,inc RSGs                        ,REF110|REF120|REF1015                          ,6913
254.06,7.02,08 45 34,-31 41 00,5,5,Collinder 198|OCL 722|ESO 432-9|MWSC 1553,OC   ,     ,                                ,REF239                                         ,6915
254.17,2.13,08 27 10,-34 42 21,2.5,2.5,ESO 370-13|MWSC 1492,OC   ,lPOCR,                                ,REF234|REF1015                                 ,6919
254.38,33.25,10 10 27,-14 02 29,23,23,MWSC 5060,OC   ,     ,                                ,REF1098                                        ,6921
254.56,6.07,08 43 28,-32 39 45,11,11,NGC 2658|Melotte 90|Collinder 195|OCL 723|BH 48|ESO 432-4|FSR 1373|MWSC 1542,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6923
254.85,-1.98,08 12 16,-37 35 39,41,41,NGC 2546|Collinder 178|OCL 726|BH 22|ESO 369-7|MWSC 1447,OC   ,     ,                                ,REF239                                         ,6927
255.11,-0.71,08 18 18,-37 06 25,4,4,NGC 2568|Pismis 1|OCL 727|BH 24|ESO 370-5|FSR 1374|MWSC 1466,OC   ,     ,                                ,REF239|REF507                                  ,6930
255.6,3.95,08 38 27,-34 46 12,3,3,NGC 2635|Melotte 89|Collinder 190|OCL 728|BH 39|ESO 371-1|FSR 1375|MWSC 1519,OC   ,     ,                                ,REF239|REF885|REF3033                          ,6931
255.95,2.02,08 31 51,-36 12 25,3,2,ESO 370-17|MWSC 1501,OC   ,     ,                                ,REF234                                         ,6933
256.12,-3.3,08 10 09,-39 22 35,2.4,2.4,Teutsch 63|DSH J0810.1-3922,OC   ,     ,                                ,REF1070                                        ,6935
256.31,-5.45,08 01 12,-40 40 41,6,6,FSR 1378|SAI 85|MWSC 1412,OC   ,     ,                                ,REF507|REF778|REF3033                          ,6938
256.41,-5.67,08 00 27,-40 52 52,8,8,FSR 1379|MWSC 1409,OC   ,     ,                                ,REF507                                         ,6939
256.74,-3.49,08 11 05,-39 59 51,4,4,FSR 1380|SAI 87|MWSC 1443,OC   ,     ,                                ,REF507|REF778                                  ,6941
256.94,-8.37,07 49 24,-42 42 19,6,5,ESO 311-14|MWSC 1352,OC   ,lPOCR,                                ,REF234|REF1015                                 ,6944
257,4.04,08 42 56,-35 49 26,8,8,FSR 1382|MWSC 1541,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,6945
257.08,-5.23,08 04 16,-41 12 52,6.5,6.5,FSR 1383|MWSC 1427,OC   ,     ,                                ,REF507|REF3033                                 ,6946
257.16,-5.84,08 01 44,-41 36 10,5,5,ESO 311-21|MWSC 1415,OC   ,     ,                                ,REF234|REF778                                  ,6947
257.27,4.26,08 44 38,-35 54 02,10,10,Ruprecht 68|OCL 729|BH 49|ESO 371-12|FSR 1384|MWSC 1547,OC   ,     ,                                ,REF239|REF778|REF3032|REF3033                  ,6949
257.29,-3.51,08 12 33,-40 27 59,42,42,Ruprecht 56|OCL 730|ESO 312-1|MWSC 1452,OC   ,     ,                                ,REF239                                         ,6950
257.39,1.61,08 34 30,-37 36 36,38,38,ASCC 48|MWSC 1506,OC   ,     ,                                ,REF306                                         ,6951
257.84,-15.37,07 16 19,-46 36 36,30,30,Alessi 3|MWSC 1157,OC   ,     ,                                ,REF209|REF298|REF891                           ,6956
257.86,0.49,08 31 22,-38 39 10,6.5,6.5,Pismis 3|OCL 731|BH 33|ESO 313-2|FSR 1385|MWSC 1498,OC   ,     ,                                ,REF239|REF624|REF1020                          ,6957
257.98,-1,08 25 26,-39 37 56,3.5,3,Saurer 2|FSR 1386|MWSC 1489,OC   ,     ,                                ,REF208|REF1020|REF1332|REF3033                 ,6959
258.01,5.85,08 53 00,-35 28 36,3,3,ESO 371-25|MWSC 1595,OC   ,     ,                                ,REF234|REF1015|REF3418                         ,6960
258.13,-1.34,08 24 25,-39 56 11,3,3,FSR 1387|SAI 89|MWSC 1486,OC   ,     ,                                ,REF507|REF778|REF3032|REF3033                  ,6962
258.28,0.31,08 31 49,-39 06 03,29,23,AT 7|Alessi-Teutsch 7|ASCC 47|MWSC 1500,OC   ,     ,                                ,REF298|REF306|REF891|REF913                    ,6966
258.48,2.28,08 40 33,-38 04 25,8,8,Ruprecht 66|OCL 732|BH 41|ESO 313-8|FSR 1388|MWSC 1530,OC   ,     ,                                ,REF239|REF782|REF1020|REF3032|REF3033          ,6968
258.52,-4.23,08 12 58,-41 53 01,2,2,SAI 88|MWSC 1453,OC   ,     ,                                ,REF778                                         ,6969
258.57,10.62,09 12 10,-32 46 09,7.5,7.5,FSR 1389|MWSC 1637,OC   ,     ,                                ,REF507|REF3033                                 ,6970
258.58,3,08 43 44,-37 42 47,6,6,ESO 313-11|MWSC 1544,OC   ,     ,                                ,REF234|REF1015                                 ,6971
258.85,-3.33,08 17 55,-41 40 12,5,5,Pismis 2|OCL 733|BH 25|ESO 312-2|FSR 1392|MWSC 1465,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6980
259.05,1.99,08 41 08,-38 42 21,3.5,3.5,Pismis 7|OCL 734|BH 43|ESO 313-9|FSR 1393|MWSC 1532,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6983
259.24,-2.1,08 24 31,-41 17 42,5,5,ESO 312-3|FSR 1394|MWSC 1484|MWSC 1487,OC   ,     ,                                ,REF234|REF507|REF778                           ,6991
259.38,3.44,08 47 58,-38 03 30,54,54,Teutsch 38|ASCC 49|MWSC 1569,OC   ,     ,                                ,REF298|REF306|REF913                           ,6999
259.47,-1.71,08 26 54,-41 15 02,2,2,ESO 312-4|MWSC 1491,OC   ,     ,                                ,REF234|REF778                                  ,7001
259.54,4.35,08 52 05,-37 36 33,3,3,Ruprecht 72|OCL 737|ESO 371-22|MWSC 1591,OC   ,     ,                                ,REF239|REF477|REF298                           ,7004
259.55,4.44,08 52 27,-37 33 34,5,5,Ruprecht 158|OCL 736|ESO 371-23|MWSC 1592,OC   ,     ,                                ,REF239|REF477                                  ,7005
259.56,-14.24,07 26 23,-47 40 18,10,10,Melotte 66|Collinder 147|OCL 739|ESO 208-12|FSR 1396|MWSC 1222,OC   ,     ,                                ,REF239|REF1020                                 ,7006
259.58,-7.3,08 01 46,-44 25 13,3.5,3.5,Ruprecht 154|OCL 738|ESO 258-4|MWSC 1417,OC   ,cPOCR,core                            ,REF239                                         ,7010
259.76,0.68,08 38 02,-40 03 47,65,55,Ruprecht 64|OCL 740|ESO 313-6|MWSC 1515,OC   ,     ,                                ,REF239                                         ,7018
259.95,2.06,08 44 14,-39 22 13,6,6,FSR 1399|MWSC 1546,OC   ,     ,                                ,REF507|REF1020|REF3032|REF3033                 ,7029
260.01,-1.85,08 27 59,-41 46 10,7,7,SAI 90|MWSC 1493,OC   ,     ,                                ,REF778                                         ,7032
260.43,-1.3,08 31 42,-41 47 31,2.5,2.5,ESO 313-3|MWSC 1499,OC   ,     ,                                ,REF234|REF1015                                 ,7039
